"speed","period","warning","pair"
"1",26,1,1,1
"2",26,1,1,1
"3",26,1,1,1
"4",26,1,1,1
"5",27,1,1,1
"6",28,1,1,1
"7",28,1,1,1
"8",28,1,1,1
"9",28,1,1,1
"10",29,1,1,1
"11",29,1,1,1
"12",29,1,1,1
"13",29,1,1,1
"14",29,1,1,1
"15",29,1,1,1
"16",29,1,1,1
"17",29,1,1,1
"18",30,1,1,1
"19",30,1,1,1
"20",30,1,1,1
"21",31,1,1,1
"22",31,1,1,1
"23",31,1,1,1
"24",31,1,1,1
"25",31,1,1,1
"26",31,1,1,1
"27",31,1,1,1
"28",31,1,1,1
"29",31,1,1,1
"30",31,1,1,1
"31",32,1,1,1
"32",32,1,1,1
"33",32,1,1,1
"34",32,1,1,1
"35",32,1,1,1
"36",32,1,1,1
"37",32,1,1,1
"38",32,1,1,1
"39",32,1,1,1
"40",32,1,1,1
"41",33,1,1,1
"42",33,1,1,1
"43",33,1,1,1
"44",33,1,1,1
"45",33,1,1,1
"46",33,1,1,1
"47",34,1,1,1
"48",34,1,1,1
"49",34,1,1,1
"50",34,1,1,1
"51",34,1,1,1
"52",34,1,1,1
"53",34,1,1,1
"54",34,1,1,1
"55",34,1,1,1
"56",35,1,1,1
"57",35,1,1,1
"58",35,1,1,1
"59",35,1,1,1
"60",36,1,1,1
"61",36,1,1,1
"62",36,1,1,1
"63",36,1,1,1
"64",36,1,1,1
"65",36,1,1,1
"66",36,1,1,1
"67",36,1,1,1
"68",36,1,1,1
"69",36,1,1,1
"70",37,1,1,1
"71",37,1,1,1
"72",37,1,1,1
"73",37,1,1,1
"74",37,1,1,1
"75",37,1,1,1
"76",38,1,1,1
"77",38,1,1,1
"78",38,1,1,1
"79",38,1,1,1
"80",38,1,1,1
"81",38,1,1,1
"82",38,1,1,1
"83",38,1,1,1
"84",39,1,1,1
"85",39,1,1,1
"86",39,1,1,1
"87",40,1,1,1
"88",40,1,1,1
"89",41,1,1,1
"90",42,1,1,1
"91",43,1,1,1
"92",43,1,1,1
"93",43,1,1,1
"94",44,1,1,1
"95",44,1,1,1
"96",45,1,1,1
"97",45,1,1,1
"98",46,1,1,1
"99",46,1,1,1
"100",49,1,1,1
"101",26,2,1,1
"102",27,2,1,1
"103",28,2,1,1
"104",28,2,1,1
"105",29,2,1,1
"106",29,2,1,1
"107",29,2,1,1
"108",29,2,1,1
"109",30,2,1,1
"110",30,2,1,1
"111",30,2,1,1
"112",31,2,1,1
"113",31,2,1,1
"114",31,2,1,1
"115",31,2,1,1
"116",31,2,1,1
"117",31,2,1,1
"118",31,2,1,1
"119",31,2,1,1
"120",31,2,1,1
"121",31,2,1,1
"122",31,2,1,1
"123",32,2,1,1
"124",32,2,1,1
"125",32,2,1,1
"126",32,2,1,1
"127",32,2,1,1
"128",32,2,1,1
"129",32,2,1,1
"130",32,2,1,1
"131",33,2,1,1
"132",33,2,1,1
"133",33,2,1,1
"134",33,2,1,1
"135",33,2,1,1
"136",34,2,1,1
"137",34,2,1,1
"138",34,2,1,1
"139",34,2,1,1
"140",35,2,1,1
"141",35,2,1,1
"142",35,2,1,1
"143",35,2,1,1
"144",35,2,1,1
"145",35,2,1,1
"146",35,2,1,1
"147",35,2,1,1
"148",35,2,1,1
"149",35,2,1,1
"150",35,2,1,1
"151",36,2,1,1
"152",36,2,1,1
"153",36,2,1,1
"154",36,2,1,1
"155",36,2,1,1
"156",36,2,1,1
"157",36,2,1,1
"158",36,2,1,1
"159",36,2,1,1
"160",36,2,1,1
"161",36,2,1,1
"162",36,2,1,1
"163",37,2,1,1
"164",37,2,1,1
"165",37,2,1,1
"166",37,2,1,1
"167",38,2,1,1
"168",38,2,1,1
"169",38,2,1,1
"170",38,2,1,1
"171",38,2,1,1
"172",38,2,1,1
"173",38,2,1,1
"174",39,2,1,1
"175",39,2,1,1
"176",39,2,1,1
"177",40,2,1,1
"178",40,2,1,1
"179",40,2,1,1
"180",40,2,1,1
"181",40,2,1,1
"182",40,2,1,1
"183",41,2,1,1
"184",41,2,1,1
"185",41,2,1,1
"186",42,2,1,1
"187",42,2,1,1
"188",42,2,1,1
"189",43,2,1,1
"190",43,2,1,1
"191",43,2,1,1
"192",44,2,1,1
"193",44,2,1,1
"194",45,2,1,1
"195",45,2,1,1
"196",45,2,1,1
"197",48,2,1,1
"198",48,2,1,1
"199",48,2,1,1
"200",51,2,1,1
"201",21,1,2,1
"202",25,1,2,1
"203",25,1,2,1
"204",26,1,2,1
"205",26,1,2,1
"206",26,1,2,1
"207",26,1,2,1
"208",26,1,2,1
"209",27,1,2,1
"210",28,1,2,1
"211",28,1,2,1
"212",28,1,2,1
"213",28,1,2,1
"214",28,1,2,1
"215",28,1,2,1
"216",28,1,2,1
"217",29,1,2,1
"218",29,1,2,1
"219",29,1,2,1
"220",29,1,2,1
"221",29,1,2,1
"222",29,1,2,1
"223",30,1,2,1
"224",30,1,2,1
"225",31,1,2,1
"226",31,1,2,1
"227",31,1,2,1
"228",31,1,2,1
"229",31,1,2,1
"230",31,1,2,1
"231",31,1,2,1
"232",31,1,2,1
"233",31,1,2,1
"234",31,1,2,1
"235",32,1,2,1
"236",32,1,2,1
"237",32,1,2,1
"238",33,1,2,1
"239",33,1,2,1
"240",33,1,2,1
"241",33,1,2,1
"242",33,1,2,1
"243",33,1,2,1
"244",33,1,2,1
"245",34,1,2,1
"246",34,1,2,1
"247",34,1,2,1
"248",34,1,2,1
"249",34,1,2,1
"250",34,1,2,1
"251",34,1,2,1
"252",34,1,2,1
"253",34,1,2,1
"254",35,1,2,1
"255",35,1,2,1
"256",35,1,2,1
"257",35,1,2,1
"258",35,1,2,1
"259",35,1,2,1
"260",36,1,2,1
"261",36,1,2,1
"262",36,1,2,1
"263",36,1,2,1
"264",36,1,2,1
"265",36,1,2,1
"266",37,1,2,1
"267",37,1,2,1
"268",37,1,2,1
"269",37,1,2,1
"270",37,1,2,1
"271",37,1,2,1
"272",37,1,2,1
"273",37,1,2,1
"274",37,1,2,1
"275",37,1,2,1
"276",37,1,2,1
"277",38,1,2,1
"278",38,1,2,1
"279",38,1,2,1
"280",38,1,2,1
"281",38,1,2,1
"282",39,1,2,1
"283",39,1,2,1
"284",39,1,2,1
"285",39,1,2,1
"286",40,1,2,1
"287",40,1,2,1
"288",40,1,2,1
"289",40,1,2,1
"290",40,1,2,1
"291",41,1,2,1
"292",41,1,2,1
"293",41,1,2,1
"294",41,1,2,1
"295",41,1,2,1
"296",43,1,2,1
"297",45,1,2,1
"298",45,1,2,1
"299",48,1,2,1
"300",51,1,2,1
"301",28,2,2,1
"302",29,2,2,1
"303",30,2,2,1
"304",30,2,2,1
"305",31,2,2,1
"306",31,2,2,1
"307",31,2,2,1
"308",31,2,2,1
"309",31,2,2,1
"310",31,2,2,1
"311",31,2,2,1
"312",32,2,2,1
"313",32,2,2,1
"314",32,2,2,1
"315",33,2,2,1
"316",33,2,2,1
"317",33,2,2,1
"318",33,2,2,1
"319",33,2,2,1
"320",33,2,2,1
"321",33,2,2,1
"322",33,2,2,1
"323",33,2,2,1
"324",33,2,2,1
"325",35,2,2,1
"326",35,2,2,1
"327",35,2,2,1
"328",35,2,2,1
"329",36,2,2,1
"330",36,2,2,1
"331",36,2,2,1
"332",36,2,2,1
"333",36,2,2,1
"334",36,2,2,1
"335",36,2,2,1
"336",36,2,2,1
"337",37,2,2,1
"338",37,2,2,1
"339",38,2,2,1
"340",38,2,2,1
"341",38,2,2,1
"342",38,2,2,1
"343",38,2,2,1
"344",38,2,2,1
"345",38,2,2,1
"346",38,2,2,1
"347",38,2,2,1
"348",38,2,2,1
"349",38,2,2,1
"350",38,2,2,1
"351",38,2,2,1
"352",38,2,2,1
"353",38,2,2,1
"354",39,2,2,1
"355",39,2,2,1
"356",39,2,2,1
"357",39,2,2,1
"358",39,2,2,1
"359",39,2,2,1
"360",40,2,2,1
"361",40,2,2,1
"362",40,2,2,1
"363",40,2,2,1
"364",40,2,2,1
"365",40,2,2,1
"366",40,2,2,1
"367",40,2,2,1
"368",40,2,2,1
"369",40,2,2,1
"370",41,2,2,1
"371",42,2,2,1
"372",42,2,2,1
"373",42,2,2,1
"374",42,2,2,1
"375",42,2,2,1
"376",43,2,2,1
"377",43,2,2,1
"378",43,2,2,1
"379",43,2,2,1
"380",43,2,2,1
"381",44,2,2,1
"382",44,2,2,1
"383",44,2,2,1
"384",45,2,2,1
"385",45,2,2,1
"386",45,2,2,1
"387",45,2,2,1
"388",45,2,2,1
"389",45,2,2,1
"390",45,2,2,1
"391",46,2,2,1
"392",46,2,2,1
"393",46,2,2,1
"394",46,2,2,1
"395",47,2,2,1
"396",48,2,2,1
"397",48,2,2,1
"398",50,2,2,1
"399",53,2,2,1
"400",56,2,2,1
"401",25,1,1,2
"402",28,1,1,2
"403",31,1,1,2
"404",31,1,1,2
"405",32,1,1,2
"406",32,1,1,2
"407",33,1,1,2
"408",33,1,1,2
"409",33,1,1,2
"410",33,1,1,2
"411",33,1,1,2
"412",33,1,1,2
"413",33,1,1,2
"414",34,1,1,2
"415",34,1,1,2
"416",34,1,1,2
"417",34,1,1,2
"418",34,1,1,2
"419",34,1,1,2
"420",34,1,1,2
"421",35,1,1,2
"422",35,1,1,2
"423",35,1,1,2
"424",35,1,1,2
"425",35,1,1,2
"426",35,1,1,2
"427",35,1,1,2
"428",35,1,1,2
"429",35,1,1,2
"430",35,1,1,2
"431",36,1,1,2
"432",36,1,1,2
"433",36,1,1,2
"434",36,1,1,2
"435",36,1,1,2
"436",36,1,1,2
"437",36,1,1,2
"438",36,1,1,2
"439",36,1,1,2
"440",36,1,1,2
"441",37,1,1,2
"442",37,1,1,2
"443",37,1,1,2
"444",37,1,1,2
"445",37,1,1,2
"446",37,1,1,2
"447",38,1,1,2
"448",38,1,1,2
"449",38,1,1,2
"450",38,1,1,2
"451",38,1,1,2
"452",38,1,1,2
"453",39,1,1,2
"454",39,1,1,2
"455",39,1,1,2
"456",39,1,1,2
"457",39,1,1,2
"458",39,1,1,2
"459",39,1,1,2
"460",39,1,1,2
"461",39,1,1,2
"462",39,1,1,2
"463",40,1,1,2
"464",40,1,1,2
"465",40,1,1,2
"466",40,1,1,2
"467",40,1,1,2
"468",40,1,1,2
"469",41,1,1,2
"470",41,1,1,2
"471",41,1,1,2
"472",42,1,1,2
"473",42,1,1,2
"474",42,1,1,2
"475",42,1,1,2
"476",42,1,1,2
"477",43,1,1,2
"478",43,1,1,2
"479",43,1,1,2
"480",43,1,1,2
"481",43,1,1,2
"482",44,1,1,2
"483",44,1,1,2
"484",44,1,1,2
"485",45,1,1,2
"486",45,1,1,2
"487",45,1,1,2
"488",46,1,1,2
"489",46,1,1,2
"490",46,1,1,2
"491",46,1,1,2
"492",47,1,1,2
"493",47,1,1,2
"494",48,1,1,2
"495",50,1,1,2
"496",50,1,1,2
"497",52,1,1,2
"498",53,1,1,2
"499",54,1,1,2
"500",57,1,1,2
"501",27,2,1,2
"502",29,2,1,2
"503",31,2,1,2
"504",32,2,1,2
"505",32,2,1,2
"506",32,2,1,2
"507",32,2,1,2
"508",33,2,1,2
"509",33,2,1,2
"510",33,2,1,2
"511",33,2,1,2
"512",34,2,1,2
"513",34,2,1,2
"514",34,2,1,2
"515",34,2,1,2
"516",34,2,1,2
"517",35,2,1,2
"518",35,2,1,2
"519",35,2,1,2
"520",35,2,1,2
"521",35,2,1,2
"522",35,2,1,2
"523",35,2,1,2
"524",35,2,1,2
"525",35,2,1,2
"526",35,2,1,2
"527",36,2,1,2
"528",36,2,1,2
"529",36,2,1,2
"530",36,2,1,2
"531",36,2,1,2
"532",36,2,1,2
"533",36,2,1,2
"534",36,2,1,2
"535",37,2,1,2
"536",37,2,1,2
"537",37,2,1,2
"538",37,2,1,2
"539",37,2,1,2
"540",37,2,1,2
"541",37,2,1,2
"542",37,2,1,2
"543",38,2,1,2
"544",38,2,1,2
"545",38,2,1,2
"546",38,2,1,2
"547",38,2,1,2
"548",38,2,1,2
"549",38,2,1,2
"550",38,2,1,2
"551",38,2,1,2
"552",39,2,1,2
"553",39,2,1,2
"554",39,2,1,2
"555",39,2,1,2
"556",39,2,1,2
"557",39,2,1,2
"558",39,2,1,2
"559",39,2,1,2
"560",39,2,1,2
"561",39,2,1,2
"562",39,2,1,2
"563",40,2,1,2
"564",40,2,1,2
"565",40,2,1,2
"566",40,2,1,2
"567",40,2,1,2
"568",40,2,1,2
"569",40,2,1,2
"570",40,2,1,2
"571",40,2,1,2
"572",40,2,1,2
"573",41,2,1,2
"574",41,2,1,2
"575",41,2,1,2
"576",41,2,1,2
"577",41,2,1,2
"578",41,2,1,2
"579",41,2,1,2
"580",41,2,1,2
"581",41,2,1,2
"582",41,2,1,2
"583",41,2,1,2
"584",42,2,1,2
"585",42,2,1,2
"586",42,2,1,2
"587",42,2,1,2
"588",42,2,1,2
"589",42,2,1,2
"590",43,2,1,2
"591",43,2,1,2
"592",43,2,1,2
"593",43,2,1,2
"594",43,2,1,2
"595",45,2,1,2
"596",46,2,1,2
"597",46,2,1,2
"598",50,2,1,2
"599",50,2,1,2
"600",51,2,1,2
"601",22,1,2,2
"602",22,1,2,2
"603",23,1,2,2
"604",24,1,2,2
"605",24,1,2,2
"606",25,1,2,2
"607",25,1,2,2
"608",25,1,2,2
"609",25,1,2,2
"610",26,1,2,2
"611",26,1,2,2
"612",26,1,2,2
"613",26,1,2,2
"614",26,1,2,2
"615",27,1,2,2
"616",27,1,2,2
"617",27,1,2,2
"618",27,1,2,2
"619",27,1,2,2
"620",27,1,2,2
"621",27,1,2,2
"622",27,1,2,2
"623",27,1,2,2
"624",27,1,2,2
"625",28,1,2,2
"626",28,1,2,2
"627",28,1,2,2
"628",28,1,2,2
"629",28,1,2,2
"630",28,1,2,2
"631",28,1,2,2
"632",28,1,2,2
"633",28,1,2,2
"634",28,1,2,2
"635",28,1,2,2
"636",29,1,2,2
"637",29,1,2,2
"638",29,1,2,2
"639",29,1,2,2
"640",29,1,2,2
"641",29,1,2,2
"642",29,1,2,2
"643",29,1,2,2
"644",29,1,2,2
"645",29,1,2,2
"646",29,1,2,2
"647",29,1,2,2
"648",29,1,2,2
"649",30,1,2,2
"650",30,1,2,2
"651",30,1,2,2
"652",30,1,2,2
"653",30,1,2,2
"654",30,1,2,2
"655",30,1,2,2
"656",30,1,2,2
"657",30,1,2,2
"658",30,1,2,2
"659",31,1,2,2
"660",31,1,2,2
"661",31,1,2,2
"662",31,1,2,2
"663",31,1,2,2
"664",31,1,2,2
"665",32,1,2,2
"666",32,1,2,2
"667",32,1,2,2
"668",32,1,2,2
"669",32,1,2,2
"670",32,1,2,2
"671",32,1,2,2
"672",32,1,2,2
"673",32,1,2,2
"674",33,1,2,2
"675",33,1,2,2
"676",33,1,2,2
"677",33,1,2,2
"678",33,1,2,2
"679",33,1,2,2
"680",33,1,2,2
"681",34,1,2,2
"682",34,1,2,2
"683",34,1,2,2
"684",34,1,2,2
"685",34,1,2,2
"686",34,1,2,2
"687",34,1,2,2
"688",34,1,2,2
"689",34,1,2,2
"690",35,1,2,2
"691",35,1,2,2
"692",36,1,2,2
"693",36,1,2,2
"694",36,1,2,2
"695",37,1,2,2
"696",38,1,2,2
"697",38,1,2,2
"698",39,1,2,2
"699",42,1,2,2
"700",42,1,2,2
"701",25,2,2,2
"702",26,2,2,2
"703",27,2,2,2
"704",28,2,2,2
"705",28,2,2,2
"706",28,2,2,2
"707",28,2,2,2
"708",28,2,2,2
"709",28,2,2,2
"710",28,2,2,2
"711",29,2,2,2
"712",29,2,2,2
"713",29,2,2,2
"714",29,2,2,2
"715",29,2,2,2
"716",29,2,2,2
"717",29,2,2,2
"718",29,2,2,2
"719",30,2,2,2
"720",30,2,2,2
"721",30,2,2,2
"722",30,2,2,2
"723",30,2,2,2
"724",30,2,2,2
"725",30,2,2,2
"726",31,2,2,2
"727",31,2,2,2
"728",31,2,2,2
"729",31,2,2,2
"730",31,2,2,2
"731",31,2,2,2
"732",31,2,2,2
"733",31,2,2,2
"734",31,2,2,2
"735",32,2,2,2
"736",32,2,2,2
"737",32,2,2,2
"738",32,2,2,2
"739",32,2,2,2
"740",32,2,2,2
"741",33,2,2,2
"742",33,2,2,2
"743",34,2,2,2
"744",34,2,2,2
"745",34,2,2,2
"746",34,2,2,2
"747",34,2,2,2
"748",34,2,2,2
"749",34,2,2,2
"750",34,2,2,2
"751",35,2,2,2
"752",35,2,2,2
"753",35,2,2,2
"754",35,2,2,2
"755",35,2,2,2
"756",35,2,2,2
"757",35,2,2,2
"758",35,2,2,2
"759",35,2,2,2
"760",35,2,2,2
"761",35,2,2,2
"762",35,2,2,2
"763",35,2,2,2
"764",35,2,2,2
"765",36,2,2,2
"766",36,2,2,2
"767",36,2,2,2
"768",36,2,2,2
"769",36,2,2,2
"770",36,2,2,2
"771",36,2,2,2
"772",37,2,2,2
"773",37,2,2,2
"774",37,2,2,2
"775",38,2,2,2
"776",38,2,2,2
"777",38,2,2,2
"778",39,2,2,2
"779",40,2,2,2
"780",40,2,2,2
"781",40,2,2,2
"782",40,2,2,2
"783",40,2,2,2
"784",40,2,2,2
"785",41,2,2,2
"786",41,2,2,2
"787",41,2,2,2
"788",42,2,2,2
"789",44,2,2,2
"790",44,2,2,2
"791",44,2,2,2
"792",44,2,2,2
"793",45,2,2,2
"794",46,2,2,2
"795",47,2,2,2
"796",47,2,2,2
"797",50,2,2,2
"798",50,2,2,2
"799",51,2,2,2
"800",52,2,2,2
"801",26,1,1,5
"802",26,1,1,5
"803",26,1,1,5
"804",26,1,1,5
"805",27,1,1,5
"806",30,1,1,5
"807",30,1,1,5
"808",31,1,1,5
"809",31,1,1,5
"810",31,1,1,5
"811",31,1,1,5
"812",31,1,1,5
"813",31,1,1,5
"814",31,1,1,5
"815",31,1,1,5
"816",31,1,1,5
"817",32,1,1,5
"818",32,1,1,5
"819",32,1,1,5
"820",32,1,1,5
"821",32,1,1,5
"822",33,1,1,5
"823",33,1,1,5
"824",33,1,1,5
"825",33,1,1,5
"826",33,1,1,5
"827",33,1,1,5
"828",34,1,1,5
"829",34,1,1,5
"830",34,1,1,5
"831",34,1,1,5
"832",34,1,1,5
"833",34,1,1,5
"834",34,1,1,5
"835",34,1,1,5
"836",34,1,1,5
"837",34,1,1,5
"838",34,1,1,5
"839",34,1,1,5
"840",35,1,1,5
"841",35,1,1,5
"842",36,1,1,5
"843",36,1,1,5
"844",36,1,1,5
"845",36,1,1,5
"846",36,1,1,5
"847",36,1,1,5
"848",36,1,1,5
"849",36,1,1,5
"850",36,1,1,5
"851",36,1,1,5
"852",36,1,1,5
"853",37,1,1,5
"854",37,1,1,5
"855",37,1,1,5
"856",37,1,1,5
"857",37,1,1,5
"858",37,1,1,5
"859",38,1,1,5
"860",38,1,1,5
"861",38,1,1,5
"862",38,1,1,5
"863",38,1,1,5
"864",38,1,1,5
"865",39,1,1,5
"866",39,1,1,5
"867",39,1,1,5
"868",39,1,1,5
"869",39,1,1,5
"870",39,1,1,5
"871",39,1,1,5
"872",39,1,1,5
"873",39,1,1,5
"874",40,1,1,5
"875",40,1,1,5
"876",40,1,1,5
"877",41,1,1,5
"878",41,1,1,5
"879",41,1,1,5
"880",41,1,1,5
"881",42,1,1,5
"882",42,1,1,5
"883",42,1,1,5
"884",42,1,1,5
"885",42,1,1,5
"886",42,1,1,5
"887",42,1,1,5
"888",42,1,1,5
"889",43,1,1,5
"890",43,1,1,5
"891",43,1,1,5
"892",43,1,1,5
"893",43,1,1,5
"894",44,1,1,5
"895",46,1,1,5
"896",46,1,1,5
"897",46,1,1,5
"898",46,1,1,5
"899",46,1,1,5
"900",49,1,1,5
"901",24,2,1,5
"902",26,2,1,5
"903",27,2,1,5
"904",27,2,1,5
"905",28,2,1,5
"906",28,2,1,5
"907",28,2,1,5
"908",28,2,1,5
"909",28,2,1,5
"910",28,2,1,5
"911",29,2,1,5
"912",29,2,1,5
"913",29,2,1,5
"914",30,2,1,5
"915",30,2,1,5
"916",30,2,1,5
"917",30,2,1,5
"918",30,2,1,5
"919",30,2,1,5
"920",30,2,1,5
"921",30,2,1,5
"922",30,2,1,5
"923",30,2,1,5
"924",30,2,1,5
"925",30,2,1,5
"926",30,2,1,5
"927",30,2,1,5
"928",30,2,1,5
"929",31,2,1,5
"930",31,2,1,5
"931",31,2,1,5
"932",31,2,1,5
"933",31,2,1,5
"934",31,2,1,5
"935",31,2,1,5
"936",31,2,1,5
"937",31,2,1,5
"938",31,2,1,5
"939",32,2,1,5
"940",32,2,1,5
"941",32,2,1,5
"942",32,2,1,5
"943",32,2,1,5
"944",32,2,1,5
"945",32,2,1,5
"946",32,2,1,5
"947",32,2,1,5
"948",33,2,1,5
"949",33,2,1,5
"950",33,2,1,5
"951",33,2,1,5
"952",33,2,1,5
"953",33,2,1,5
"954",33,2,1,5
"955",33,2,1,5
"956",33,2,1,5
"957",33,2,1,5
"958",33,2,1,5
"959",34,2,1,5
"960",34,2,1,5
"961",34,2,1,5
"962",34,2,1,5
"963",34,2,1,5
"964",34,2,1,5
"965",35,2,1,5
"966",35,2,1,5
"967",35,2,1,5
"968",35,2,1,5
"969",36,2,1,5
"970",36,2,1,5
"971",36,2,1,5
"972",36,2,1,5
"973",36,2,1,5
"974",36,2,1,5
"975",36,2,1,5
"976",36,2,1,5
"977",37,2,1,5
"978",37,2,1,5
"979",37,2,1,5
"980",37,2,1,5
"981",37,2,1,5
"982",38,2,1,5
"983",38,2,1,5
"984",38,2,1,5
"985",39,2,1,5
"986",39,2,1,5
"987",40,2,1,5
"988",40,2,1,5
"989",40,2,1,5
"990",42,2,1,5
"991",42,2,1,5
"992",43,2,1,5
"993",44,2,1,5
"994",44,2,1,5
"995",45,2,1,5
"996",45,2,1,5
"997",46,2,1,5
"998",46,2,1,5
"999",50,2,1,5
"1000",58,2,1,5
"1001",22,1,1,7
"1002",22,1,1,7
"1003",22,1,1,7
"1004",24,1,1,7
"1005",24,1,1,7
"1006",24,1,1,7
"1007",24,1,1,7
"1008",24,1,1,7
"1009",24,1,1,7
"1010",25,1,1,7
"1011",25,1,1,7
"1012",25,1,1,7
"1013",26,1,1,7
"1014",26,1,1,7
"1015",26,1,1,7
"1016",26,1,1,7
"1017",26,1,1,7
"1018",26,1,1,7
"1019",26,1,1,7
"1020",26,1,1,7
"1021",26,1,1,7
"1022",26,1,1,7
"1023",26,1,1,7
"1024",27,1,1,7
"1025",27,1,1,7
"1026",27,1,1,7
"1027",27,1,1,7
"1028",27,1,1,7
"1029",27,1,1,7
"1030",27,1,1,7
"1031",28,1,1,7
"1032",28,1,1,7
"1033",28,1,1,7
"1034",28,1,1,7
"1035",28,1,1,7
"1036",28,1,1,7
"1037",28,1,1,7
"1038",28,1,1,7
"1039",28,1,1,7
"1040",28,1,1,7
"1041",28,1,1,7
"1042",28,1,1,7
"1043",29,1,1,7
"1044",29,1,1,7
"1045",29,1,1,7
"1046",29,1,1,7
"1047",29,1,1,7
"1048",29,1,1,7
"1049",29,1,1,7
"1050",29,1,1,7
"1051",29,1,1,7
"1052",30,1,1,7
"1053",30,1,1,7
"1054",30,1,1,7
"1055",30,1,1,7
"1056",30,1,1,7
"1057",30,1,1,7
"1058",30,1,1,7
"1059",30,1,1,7
"1060",31,1,1,7
"1061",31,1,1,7
"1062",31,1,1,7
"1063",31,1,1,7
"1064",31,1,1,7
"1065",31,1,1,7
"1066",31,1,1,7
"1067",31,1,1,7
"1068",32,1,1,7
"1069",32,1,1,7
"1070",32,1,1,7
"1071",32,1,1,7
"1072",32,1,1,7
"1073",32,1,1,7
"1074",33,1,1,7
"1075",33,1,1,7
"1076",33,1,1,7
"1077",33,1,1,7
"1078",33,1,1,7
"1079",34,1,1,7
"1080",34,1,1,7
"1081",34,1,1,7
"1082",34,1,1,7
"1083",34,1,1,7
"1084",34,1,1,7
"1085",34,1,1,7
"1086",34,1,1,7
"1087",35,1,1,7
"1088",35,1,1,7
"1089",35,1,1,7
"1090",35,1,1,7
"1091",35,1,1,7
"1092",36,1,1,7
"1093",36,1,1,7
"1094",36,1,1,7
"1095",36,1,1,7
"1096",37,1,1,7
"1097",37,1,1,7
"1098",38,1,1,7
"1099",38,1,1,7
"1100",43,1,1,7
"1101",19,2,1,7
"1102",20,2,1,7
"1103",21,2,1,7
"1104",21,2,1,7
"1105",22,2,1,7
"1106",22,2,1,7
"1107",22,2,1,7
"1108",23,2,1,7
"1109",23,2,1,7
"1110",23,2,1,7
"1111",23,2,1,7
"1112",23,2,1,7
"1113",24,2,1,7
"1114",24,2,1,7
"1115",24,2,1,7
"1116",24,2,1,7
"1117",24,2,1,7
"1118",24,2,1,7
"1119",24,2,1,7
"1120",24,2,1,7
"1121",24,2,1,7
"1122",24,2,1,7
"1123",25,2,1,7
"1124",25,2,1,7
"1125",25,2,1,7
"1126",25,2,1,7
"1127",25,2,1,7
"1128",25,2,1,7
"1129",26,2,1,7
"1130",26,2,1,7
"1131",26,2,1,7
"1132",26,2,1,7
"1133",26,2,1,7
"1134",26,2,1,7
"1135",26,2,1,7
"1136",26,2,1,7
"1137",26,2,1,7
"1138",26,2,1,7
"1139",26,2,1,7
"1140",26,2,1,7
"1141",27,2,1,7
"1142",27,2,1,7
"1143",27,2,1,7
"1144",27,2,1,7
"1145",27,2,1,7
"1146",27,2,1,7
"1147",28,2,1,7
"1148",28,2,1,7
"1149",28,2,1,7
"1150",28,2,1,7
"1151",28,2,1,7
"1152",28,2,1,7
"1153",28,2,1,7
"1154",28,2,1,7
"1155",28,2,1,7
"1156",28,2,1,7
"1157",28,2,1,7
"1158",28,2,1,7
"1159",28,2,1,7
"1160",28,2,1,7
"1161",28,2,1,7
"1162",28,2,1,7
"1163",29,2,1,7
"1164",29,2,1,7
"1165",29,2,1,7
"1166",29,2,1,7
"1167",29,2,1,7
"1168",29,2,1,7
"1169",29,2,1,7
"1170",29,2,1,7
"1171",29,2,1,7
"1172",29,2,1,7
"1173",30,2,1,7
"1174",30,2,1,7
"1175",30,2,1,7
"1176",30,2,1,7
"1177",30,2,1,7
"1178",30,2,1,7
"1179",30,2,1,7
"1180",31,2,1,7
"1181",31,2,1,7
